name	section	chapter	status	how	summary	detail
7.7.3.a	7.7.3	7. XPath Expressions in XForms	pass	values	max() function	1 quoted value(s) found
7.7.3.b	7.7.3	7. XPath Expressions in XForms	pass	values	max() function negative test	1 quoted value(s) found
7.7.4.a	7.7.4	7. XPath Expressions in XForms	pass	values	count-non-empty() function	2 quoted value(s) found
7.7.5.a	7.7.5	7. XPath Expressions in XForms	pass	values	index() function	1 quoted value(s) found
7.7.5.b	7.7.5	7. XPath Expressions in XForms	pass	values	index() function negative test	1 quoted value(s) found
7.7.6.a	7.7.6	7. XPath Expressions in XForms	pass	values	power() function	2 quoted value(s) found
7.7.7.a	7.7.7	7. XPath Expressions in XForms	review	-	random() function	nothing auto-checkable
7.7.8.a	7.7.8	7. XPath Expressions in XForms	pass	values	compare() function	3 quoted value(s) found
7.8.1.a	7.8.1	7. XPath Expressions in XForms	pass	values	if() function	2 quoted value(s) found
7.8.2.a	7.8.2	7. XPath Expressions in XForms	pass	values	property() function with version property	1 quoted value(s) found
7.8.2.b	7.8.2	7. XPath Expressions in XForms	check	-	property() function with conformance-level property	unmatched: basic / basic | dump: group '7.8.2.b property() function with conformance-level property'; group '              You must see either the values "basic", "full", or an output beginning with               "basic" or "full" for the Conformance Level output control. …
7.8.2.c	7.8.2	7. XPath Expressions in XForms	review	-	property() function with invalid NCNAME property	no message observed (form defines 1)
7.8.2.d	7.8.2	7. XPath Expressions in XForms	review	-	property() function with invalid QNamebutnotNCNAME property	nothing auto-checkable
7.8.3.a	7.8.3	7. XPath Expressions in XForms	check	-	digest() function using sha1, md5, and sha256	unmatched: PASS / FAIL | dump: group '7.8.3.a digest() function using sha1, md5, and sha256'; group '  You must see the group label "PASS" for all Tests.   If the function does not return the correct value you will see a group label  with the word "FAIL" and the incorrec…
7.8.3.b	7.8.3	7. XPath Expressions in XForms	check	-	digest() function using sha384 and sha512	unmatched: PASS / FAIL | dump: group '7.8.3.b digest() function using sha384 and sha512 (non-normative)'; group '  This case tests the digest() attribute using the optional SHA-384 and SHA-512 hash algorithms.   You must see the group label "PASS" for all Tests.   If the…
7.8.3.c	7.8.3	7. XPath Expressions in XForms	review	-	digest() function negative test with invalid NCNAME property	no message observed (form defines 1)
7.8.3.d	7.8.3	7. XPath Expressions in XForms	review	-	digest() function negative test with a QNameButNotNCNAME	no message observed (form defines 1)
7.8.3.e	7.8.3	7. XPath Expressions in XForms	review	-	digest() function with invalid encoding method	no message observed (form defines 1)
7.8.3.f	7.8.3	7. XPath Expressions in XForms	check	-	digest() function default encoding base64	unmatched: PASS / FAIL | dump: group '7.8.3.f digest() function default encoding is 'base64''; group '  You must see the group label "PASS" for all Tests.   If the function does not return the correct value you will see a group label  with the word "FAIL" and the incorre…
7.8.4.a	7.8.4	7. XPath Expressions in XForms	check	-	hmac() function using sha1, md5, and sha256	unmatched: PASS / FAIL | dump: group '7.8.4.a hmac() function using sha1, md5, and sha256'; group '  You must see the group label "PASS" for all Tests.   If the function does not return the correct value you will see a group label  with the word "FAIL" and the incorrect …
7.8.4.b	7.8.4	7. XPath Expressions in XForms	check	-	hmac() function using sha384 and sha512	unmatched: PASS / FAIL | dump: group '7.8.4.b hmac() function using sha384 and sha512 (non-normative)'; group '  You must see the group label "PASS" for all Tests.   If the function does not return the correct value you will see a group label  with the word "FAIL" and th…
7.8.4.c	7.8.4	7. XPath Expressions in XForms	review	-	hmac() function with invalid NCNAME property	no message observed (form defines 1)
7.8.4.d	7.8.4	7. XPath Expressions in XForms	review	-	hmac() function with invalid QNameButNotNCNAME	no message observed (form defines 1)
7.8.4.e	7.8.4	7. XPath Expressions in XForms	review	-	hmac() function with invalid encoding method	no message observed (form defines 1)
7.8.4.f	7.8.4	7. XPath Expressions in XForms	check	-	hmac() function using default encoding base64	unmatched: PASS / FAIL | dump: group '7.8.4.f hmac() function using default encoding base64'; group '  You must see the group label "PASS" for all Tests.   If the function does not return the correct value you will see a group label  with the word "FAIL" and the incorrec…
7.9.1.a	7.9.1	7. XPath Expressions in XForms	review	-	local-date() function	nothing auto-checkable
7.9.2.a	7.9.2	7. XPath Expressions in XForms	review	-	local-dateTime() function	nothing auto-checkable
7.9.3.a	7.9.3	7. XPath Expressions in XForms	review	-	now() function	nothing auto-checkable
7.9.4.a	7.9.4	7. XPath Expressions in XForms	pass	values	days-from-date() function	2 quoted value(s) found
7.9.4.b	7.9.4	7. XPath Expressions in XForms	pass	values	days-from-date() function ignores hours, minutes, and seconds components	1 quoted value(s) found
7.9.4.c	7.9.4	7. XPath Expressions in XForms	pass	values	days-from-date() function negative test	1 quoted value(s) found
7.9.5.a	7.9.5	7. XPath Expressions in XForms	pass	values	days-to-date() function	2 quoted value(s) found
7.9.6.a	7.9.6	7. XPath Expressions in XForms	check	-	seconds-from-dateTime() function	unmatched: 3.1536E7 | dump: group '    7.9.6.a seconds-from-dateTime() function       '; group '      You must see either the value "3.1536E7" or the value "31536000" for the       Test 1 output.     '; group; output 'Test 1 : ' = 31536000; group '    You must see the…
7.9.7.a	7.9.7	7. XPath Expressions in XForms	pass	values	seconds-to-dateTime() function	1 quoted value(s) found
7.9.8.a	7.9.8	7. XPath Expressions in XForms	check	-	adjust-dateTime-to-timezone() function	unmatched: 2007-10-02T14:26:43-07:00 / 2007-10-07T02:22:00-07:00 | dump: group '      7.9.8.a adjust-dateTime-to-timezone() function       '; group '      You must see the value "2007-10-07T02:22:00-07:00"(assuming Pacific Standard Time with daylight savings time) for the Test 1 output.     '; group; output 'Tes…
7.9.9.a	7.9.9	7. XPath Expressions in XForms	pass	values	seconds() function	3 quoted value(s) found
7.9.10.a	7.9.10	7. XPath Expressions in XForms	pass	values	months() function	3 quoted value(s) found
7.10.1.a	7.10.1	7. XPath Expressions in XForms	pass	values	instance() function	2 quoted value(s) found
7.10.2.a	7.10.2	7. XPath Expressions in XForms	pass	values	current() function example 1	1 quoted value(s) found
7.10.2.b	7.10.2	7. XPath Expressions in XForms	check	-	current() function example 2	unmatched: Jan Feb Mar | dump: group '7.10.2.b current() function example 2'; group 'You must see the value "Jan Feb Mar" for the Months output. '; repeat; output; output; output
7.10.3.a	7.10.3	7. XPath Expressions in XForms	pass	values	id() function	3 quoted value(s) found
7.10.3.b	7.10.3	7. XPath Expressions in XForms	pass	values	id() function with xml:id	1 quoted value(s) found
7.10.3.c	7.10.3	7. XPath Expressions in XForms	check	-	id() function with xsi:type	unmatched: Node-A / Node-B / Node-C | dump: group '7.10.3.c id() function with xsi:type'; group '                  You must see the values "Node-A", "Node-B", and "Node-C" for the Node                   Values output.              '; repeat [hidden]
7.10.4.a	7.10.4	7. XPath Expressions in XForms	check	-	context() function	unmatched: apple / orange / mandarine / tomato / apple / orange / mandarine / tomato | dump: group '    7.10.4.a context() function       '; group '      You must initially see the value "Unknown" for the Bad Fruit picked output and       four triggers labeled "apple", "orange", "mandarine", and "tomato".      When you activate one…
7.11.1.a	7.11.1	7. XPath Expressions in XForms	pass	values	choose() function	4 quoted value(s) found
7.11.2.a	7.11.2	7. XPath Expressions in XForms	check	-	event() function with inserted-nodes property	unmatched: /Dates/date | dump: group '7.11.2.a event() function with inserted-nodes property'; group '      After you activate the Insert A Date trigger you must see the correct value as output.     '; group; trigger 'Insert A Date'; group 'You must see the XPath express…
7.12.a	7.12	7. XPath Expressions in XForms	review	-	invalid functions attribute in model element	no message observed (form defines 1)
8.1.a	8.1	8. Core Form Controls	review	-	navindex and accesskey	nothing auto-checkable
8.1.1.a	8.1.1	8. Core Form Controls	review	-	form control violates data binding restriction	no message observed (form defines 1)
8.1.1.b	8.1.1	8. Core Form Controls	pass	message	non-relevant form control becoming relevant	message 'xforms-value-changed'
8.1.1.c	8.1.1	8. Core Form Controls	review	-	relevant form control becoming non-relevant	no message observed (form defines 7)
8.1.2.a	8.1.2	8. Core Form Controls	pass	message	incremental attribute for input element	message 'xforms-value-changed'
8.1.2.b	8.1.2	8. Core Form Controls	review	-	data binding restrictions for input element	nothing auto-checkable
8.1.2.c	8.1.2	8. Core Form Controls	review	-	datatype bound to input element	nothing auto-checkable
8.1.3.a	8.1.3	8. Core Form Controls	pass	message	incremental attribute of secret element	message 'xforms-value-changed'
8.1.3.b	8.1.3	8. Core Form Controls	review	-	data binding restrictions for secret element	nothing auto-checkable
8.1.4.a	8.1.4	8. Core Form Controls	pass	message	incremental attribute of textarea element	message 'xforms-value-changed'
8.1.4.b	8.1.4	8. Core Form Controls	review	-	data binding restrictions for textarea element	no message observed (form defines 1)
8.1.5.a	8.1.5	8. Core Form Controls	pass	values	appearance attribute of output element	3 quoted value(s) found
8.1.5.b	8.1.5	8. Core Form Controls	pass	values	value attribute of output element	2 quoted value(s) found
8.1.5.c	8.1.5	8. Core Form Controls	review	-	UI Common added to output element	nothing auto-checkable
8.1.5.d	8.1.5	8. Core Form Controls	pass	values	mediatype attribute of output element	1 quoted value(s) found
8.1.5.1.a	8.1.5.1	8. Core Form Controls	pass	values	mediatype element	1 quoted value(s) found
8.1.6.a	8.1.6	8. Core Form Controls	check	-	mediatype attribute for upload element	unmatched: image/jpeg image/png | dump: group '8.1.6.a mediatype attribute for upload element (non-normative)'; group '               When you activate the Upload Image upload control your choice of files may be limited to those                that are the same media type as the …
8.1.6.b	8.1.6	8. Core Form Controls	review	-	incremental attribute for upload element	no message observed (form defines 1)
8.1.6.c	8.1.6	8. Core Form Controls	review	-	filename and mediatype elements for upload element	nothing auto-checkable
8.1.6.d	8.1.6	8. Core Form Controls	review	-	data binding restrictions for upload element	no message observed (form defines 1)
8.1.6.e	8.1.6	8. Core Form Controls	review	-	upload element	nothing auto-checkable
8.1.6.1.a	8.1.6.1	8. Core Form Controls	review	-	filename element	nothing auto-checkable
8.1.6.2.a	8.1.6.2	8. Core Form Controls	review	-	mediatype element	nothing auto-checkable
8.1.7.a	8.1.7	8. Core Form Controls	review	-	start attribute of range element	nothing auto-checkable
8.1.7.b	8.1.7	8. Core Form Controls	review	-	end attribute of range element	nothing auto-checkable
8.1.7.c	8.1.7	8. Core Form Controls	review	-	step attribute of range element	nothing auto-checkable
8.1.7.d	8.1.7	8. Core Form Controls	review	-	incremental attribute of range element	no message observed (form defines 1)
8.1.7.e	8.1.7	8. Core Form Controls	review	-	example of range element	nothing auto-checkable
8.1.7.f	8.1.7	8. Core Form Controls	review	-	data binding restrictions on range element	nothing auto-checkable
8.1.7.g	8.1.7	8. Core Form Controls	review	-	data binding restrictions on range element for basic processors	nothing auto-checkable
8.1.8.a	8.1.8	8. Core Form Controls	pass	message	trigger element	message 'DOMActivate'
8.1.8.b	8.1.8	8. Core Form Controls	check	-	trigger element with appearance attribute	unmatched: Regular Trigger / Minimal Trigger | dump: group '8.1.8.b trigger element with appearance attribute'; group '     You must see two trigger controls on this page, one labeled "Regular Trigger" and      the other labeled "Minimal Trigger". They may look different.     '; group; trigge…
8.1.9.a	8.1.9	8. Core Form Controls	pass	message	submit element	message 'DOMActivate'
8.1.9.b	8.1.9	8. Core Form Controls	check	-	submit element with appearance attribute	unmatched: Regular Submit / Minimal Submit | dump: group '8.1.9.b submit element with appearance attribute'; group '     You must see two submit controls on this page, one labeled "Regular Submit" and      the other labeled "Minimal Submit". They may look different.     '; group; submit 'Re…
8.1.10.a	8.1.10	8. Core Form Controls	review	-	selection attribute of select element	nothing auto-checkable
8.1.10.b	8.1.10	8. Core Form Controls	review	-	incremental attribute of select element	no message observed (form defines 1)
8.1.10.c	8.1.10	8. Core Form Controls	review	-	appearance attribute of select element	nothing auto-checkable
8.1.10.d	8.1.10	8. Core Form Controls	pass	message	value out of range of a select element	message 'xforms-out-of-range'
8.1.11.a	8.1.11	8. Core Form Controls	review	-	selection attribute of select1 element	nothing auto-checkable
8.1.11.b	8.1.11	8. Core Form Controls	review	-	incremental attribute of select1 element	no message observed (form defines 1)
8.1.11.c	8.1.11	8. Core Form Controls	review	-	appearance attribute of select1 element	nothing auto-checkable
8.1.11.d	8.1.11	8. Core Form Controls	pass	message	value out of range of a select1 element	message 'xforms-out-of-range'
8.2.1.a	8.2.1	8. Core Form Controls	check	-	label element references instance data	unmatched: Instance Data | dump: group '8.2.1.a label element references instance data'; group '     You must see an input control with the label "Instance Data".    '; input 'Instance Data'
8.2.1.b	8.2.1	8. Core Form Controls	check	-	label element uses inline text	unmatched: Inline Text | dump: group '8.2.1.b label element uses inline text'; group '     You must see an input control with the label "Inline Text".    '; input 'Inline Text'
8.2.1.c	8.2.1	8. Core Form Controls	check	-	label element has binding precedence	unmatched: Instance Data | dump: group '8.2.1.c label element has binding precedence'; group '     You must see an input control with the label "Instance Data".    '; input 'Instance Data'
8.2.2.a	8.2.2	8. Core Form Controls	check	-	help element references instance data	unmatched: Instance Help Message | dump: group '8.2.2.a help element references instance data'; group '     When you activate the Dispatch Help Message trigger you must see a message that says      "Instance Help Message".    '; input 'Input : '; trigger 'Dispatch Help Message'
8.2.2.b	8.2.2	8. Core Form Controls	check	-	help element uses inline text	unmatched: Inline Help Message | dump: group '8.2.2.b help element uses inline text'; group '     When you activate the Dispatch Help Message trigger you must see a message that says      "Inline Help Message".    '; input 'Input : '; trigger 'Dispatch Help Message'
8.2.2.c	8.2.2	8. Core Form Controls	review	-	bind precedence for help element	nothing auto-checkable
8.2.3.a	8.2.3	8. Core Form Controls	check	-	hint element references instance data	unmatched: Instance Hint Message | dump: group '8.2.3.a hint element references instance data'; group '     When you activate the Dispatch Hint Message trigger you must see a message that says      "Instance Hint Message".    '; input 'Input : '; trigger 'Dispatch Hint Message'
8.2.3.b	8.2.3	8. Core Form Controls	check	-	hint element uses inline text	unmatched: Inline Hint Message | dump: group '8.2.3.b hint element uses inline text'; group '     When you activate the Dispatch Hint Message trigger you must see a message that says      "Inline Hint Message".    '; input 'Input : '; trigger 'Dispatch Hint Message'
8.2.3.c	8.2.3	8. Core Form Controls	check	-	bind precedence for hint element	unmatched: Instance Hint Message | dump: group '8.2.3.c bind precedence for hint element'; group '     When you activate the Dispacth Hint Message trigger you must see the message      "Instance Hint Message".    '; input 'Input : '; trigger 'Dispatch Hint Message'
8.2.4.a	8.2.4	8. Core Form Controls	check	-	alert element references instance data	unmatched: Instance Alert Message | dump: group '8.2.4.a alert element references instance data'; group '     When you enter an alphanumeric value in the input field you must see a message that says      "Instance Alert Message".    '; input 'Enter 'abc', tab out, and see the alert…
8.2.4.b	8.2.4	8. Core Form Controls	check	-	alert element uses inline text	unmatched: Inline Alert Message | dump: group '8.2.4.b alert element uses inline text'; group '     When you enter an alphanumeric value in the input field you must see a message that says      "Inline Alert Message".    '; input 'Enter 'abc', tab out, and see the alert message' …
8.2.4.c	8.2.4	8. Core Form Controls	check	-	bind precedence for alert element	unmatched: Instance Alert Message | dump: group '8.2.4.c bind precedence for alert element'; group '     When you enter an alphanumeric value in the input field you must see the message      "Instance Alert Message".    '; input 'Enter 'abc', tab out, and see the alert message' = 0
8.3.1.a	8.3.1	8. Core Form Controls	review	-	choices element	nothing auto-checkable
8.3.2.a	8.3.2	8. Core Form Controls	review	-	item element	nothing auto-checkable
8.3.3.a	8.3.3	8. Core Form Controls	check	-	data binding restrictions on value element	unmatched: One / Two / Three | dump: group '8.3.3.a data binding restrictions on value element'; group '     When you select the values "One" or "Two" from the Number select1 control you must see an xforms-invalid      message. When you select the value "Three" from the Number…
8.3.3.b	8.3.3	8. Core Form Controls	check	-	precedence for value element	unmatched: Neapolitan | dump: group '8.3.3.b precedence for value element'; group '        No matter what flavor you choose in the Flavors select1 control the value "Neapolitan" must be         displayed in the Selected Flavor output control.       '; select1 'Flavors:'…
8.3.3.c	8.3.3	8. Core Form Controls	review	-	value element with inline content	nothing auto-checkable
9.1.1.a1	9.1.1	9. Container Form Controls	review	-	precedence of group element	nothing auto-checkable
9.1.1.a2	9.1.1	9. Container Form Controls	check	-	group element inside case element of a switch	unmatched: You are now in the Out case / You are now in the In case | dump: group '9.1.1.a2 group element inside case element of a switch'; group '      When you activate the Show Out Case trigger you must see "You are now in the Out case"       output to the screen and a Show In Case trigger.       When you activa…
9.1.1.b	9.1.1	9. Container Form Controls	check	-	label element in a group element	unmatched: Shipping Address / Shipping Date | dump: group '9.1.1.b label element in a group element'; group '       The first element in each of the two groups is a label element.  This label should act as a label       for the entire group. The group labeled "Shipping Address" must include …
9.1.1.c	9.1.1	9. Container Form Controls	review	-	focus set to group element	nothing auto-checkable
9.2.1.a1	9.2.1	9. Container Form Controls	review	-	switch element	nothing auto-checkable
9.2.1.a2	9.2.1	9. Container Form Controls	check	-	switch element receives events	unmatched: yes / Switch is readonly | dump: group '9.2.1.a2 switch element receives events'; group '        When you choose "yes" in the select1 control, you should see the message "Switch is readonly"         and the select1 control should be readonly too.      '; group; switch; cas…
9.2.1.b	9.2.1	9. Container Form Controls	check	-	switch element example	unmatched: Hello | dump: group '9.2.1.b switch element example'; group '        When you activate the Send Name trigger, the input control and the trigger will be replaced          by an output that says "Hello" followed by whatever value was in         the input c…
9.2.2.a	9.2.2	9. Container Form Controls	check	-	case element	unmatched: Name : Janel / Eye Color | dump: group '9.2.2.a case element'; group '       You must see the output "Name : Janel" below.        You must NOT be able to see an output labeled "Eye Color" or it must        be somehow unavailable to you.       '; switch; case
9.2.2.b	9.2.2	9. Container Form Controls	check	-	case element with selected attribute	unmatched: Eye Color : Blue / Name | dump: group '9.2.2.b case element with selected attribute'; group '       You must see the output "Eye Color : Blue" below.        You must NOT be able to see an output labeled "Name" or it must          be somehow unavailable to you.       '; sw…
9.2.2.c	9.2.2	9. Container Form Controls	check	-	case element with multiple selected attributes	unmatched: Name : Janel / Eye Color | dump: group '9.2.2.c case element with multiple selected attributes'; group '       You must see the output "Name : Janel" below.        You must NOT be able to see an output labeled "Eye Color" or it must           be somehow unavailable to you.…
9.3.1.a	9.3.1	9. Container Form Controls	check	-	repeat element	unmatched: winshield wipers | dump: group '9.3.1.a repeat element'; group '       You must see the values "winshield wipers", "tires", "exhaust", and        "air freshener" output below.       '; repeat; output = windshield wipers; output = tires; output = exhaust; output = a…
9.3.1.b	9.3.1	9. Container Form Controls	pass	values	startindex attribute of repeat element	1 quoted value(s) found
9.3.1.c	9.3.1	9. Container Form Controls	review	-	number attribute of repeat element	nothing auto-checkable
9.3.1.d	9.3.1	9. Container Form Controls	check	-	unrolling the repeat element	unmatched: winshield wipers | dump: group '9.3.1.d unrolling the repeat element'; group '        You must see two lists of items, Items In Cart 1 and Items In Cart 2.  Both lists must contain the         values "winshield wipers", "tires", "exhaust", and         "air freshene…
9.3.1.e	9.3.1	9. Container Form Controls	review	-	repeat element example	nothing auto-checkable
9.3.1.f	9.3.1	9. Container Form Controls	check	-	switch element within repeat element	unmatched: You are in the In case / You are in the Out case | dump: group '9.3.1.f switch element within repeat element'; group '       You must see three sets of the statement "You are in the In case" and Go To Out Case triggers.        When you activate a Go To Out Case trigger, the corresponding statemen…
9.3.4.a	9.3.4	9. Container Form Controls	review	-	switch element inside a repeat element	nothing auto-checkable
9.3.5.a	9.3.5	9. Container Form Controls	review	-	repeating structures via attributes	nothing auto-checkable
9.3.6.a	9.3.6	9. Container Form Controls	check	-	itemset element example	unmatched: Vanilla / Strawberry / Chocolate | dump: group '9.3.6.a itemset element example'; group '        You must see two select controls that both contain the values "Vanilla", "Strawberry",         and "Chocolate".       '; group '     List 1 (itemset element) :     '; select1; group ' …
9.3.7.a	9.3.7	9. Container Form Controls	check	-	copy element	unmatched: Icecream Order : | dump: group '9.3.7.a copy element'; group '       When you select a flavor from the select control below you must see the output "Icecream Order :        " and        the selected flavor. If no flavor is selected (including if the chosen flavor i…
9.3.7.b	9.3.7	9. Container Form Controls	review	-	copy element has xforms-binding-exception event	no message observed (form defines 1)
